Sample in Buffer,Sample in Window,TRIGGER,Calibration_table/genblk1[1].MultiEdge_DelayChain_Top/AsynBus_shakehand/shakehand_in[95:0],Calibration_table/genblk1[1].MultiEdge_DelayChain_Top/AsynBus_shakehand/din_valid[17:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX
649,649,0,ffffffff00000000ffffffff,00000
650,650,0,000000000000000000000000,00000
651,651,0,000000000000000000000000,00000
652,652,0,ffffffff00000000ffffffff,00000
653,653,0,000000000000000000000000,00000
654,654,0,000000000000000000000000,00000
655,655,0,ffffffff00000000ffffffff,00000
656,656,0,ffffffff00000000ffffffff,00000
657,657,0,ffffffff00000000ffffffff,00000
658,658,0,ffffffff00000000ffffffff,00000
659,659,0,fffffffc00000000ffffffff,00000
660,660,0,000000000000000000000000,3ffff
661,661,0,000000000000000000000000,00000
662,662,0,ffffffff00000000ffffffff,00000
663,663,0,000000000000000000000000,00000
664,664,0,000000000000000000000000,00000
665,665,0,ffffffff00000000ffffffff,00000
666,666,0,000000000000000000000000,00000
667,667,0,000000000000000000000000,00000
668,668,0,ffffffff00000000ffffffff,00000
669,669,0,ffffffff00000000ffffffff,00000
670,670,0,ffffffff00000000ffffffff,00000
671,671,0,ffffffff00000000ffffffff,00000
672,672,0,000000000000000000000000,3ffff
673,673,0,000000000000000000000000,00000
674,674,0,ffffffff00000000ffffffff,00000
675,675,0,000000000000000000000000,00000
676,676,0,000000000000000000000000,00000
677,677,0,ffffffff00000000ffffffff,00000
678,678,0,000000000000000000000000,00000
679,679,0,000000000000000000000000,00000
680,680,0,ffffffff00000000ffffffff,00000
681,681,0,ffffffff00000000ffffffff,00000
682,682,0,ffffffff00000000ffffffff,00000
683,683,0,ffffffff00000000ffffffff,00000
684,684,0,000000000000000000000000,3ffff
685,685,0,000000000000000000000000,00000
686,686,0,ffffffff00000000ffffffff,00000
687,687,0,000000000000000000000000,00000
688,688,0,000000000000000000000000,00000
689,689,0,ffffffff00000000ffffffff,00000
690,690,0,000000000000000000000000,00000
691,691,0,000000000000000000000000,00000
692,692,0,ffffffff00000000ffffffff,00000
693,693,0,ffffffff00000000ffffffff,00000
694,694,0,ffffffff00000000ffffffff,00000
695,695,0,ffffffff00000000ffffffff,00000
696,696,0,000000000000000000000000,3ffff
697,697,0,000000000000000000000000,00000
698,698,0,ffffffff00000000ffffffff,00000
699,699,0,000000000000000000000000,00000
700,700,0,000000000000000000000000,00000
701,701,0,ffffffff00000000ffffffff,00000
702,702,0,000000000000000000000000,00000
703,703,0,000000000000000000000000,00000
704,704,0,ffffffff00000000ffffffff,00000
705,705,0,ffffffff00000000ffffffff,00000
706,706,0,ffffffff00000000ffffffff,00000
707,707,0,ffffffff00000000ffffffff,00000
708,708,0,000000000000000000000000,3ffff
709,709,0,000000000000000000000000,00000
710,710,0,ffffffff00000000ffffffff,00000
711,711,0,000000000000000000000000,00000
712,712,0,000000000000000000000000,00000
713,713,0,ffffffff00000000ffffffff,00000
714,714,0,000000000000000000000000,00000
715,715,0,000000000000000000000000,00000
716,716,0,ffffffff00000000ffffffff,00000
717,717,0,ffffffff00000000ffffffff,00000
718,718,0,ffffffff00000000ffffffff,00000
719,719,0,ffffffff00000000ffffffff,00000
720,720,0,000000000000000000000000,3ffff
721,721,0,000000000000000000000000,00000
722,722,0,ffffffff00000000ffffffff,00000
723,723,0,000000000000000000000000,00000
724,724,0,000000000000000000000000,00000
725,725,0,ffffffff00000000ffffffff,00000
726,726,0,000000000000000000000000,00000
727,727,0,000000000000000000000000,00000
728,728,0,ffffffff00000000ffffffff,00000
729,729,0,ffffffff00000000ffffffff,00000
730,730,0,ffffffff00000000ffffffff,00000
731,731,0,ffffffff00000000ffffffff,00000
732,732,0,000000000000000000000000,3ffff
733,733,0,000000000000000000000000,00000
734,734,0,ffffffff00000000ffffffff,00000
735,735,0,000000000000000000000000,00000
736,736,0,000000000000000000000000,00000
737,737,0,ffffffff00000000ffffffff,00000
738,738,0,000000000000000000000000,00000
739,739,0,000000000000000000000000,00000
740,740,0,ffffffff00000000ffffffff,00000
741,741,0,ffffffff00000000ffffffff,00000
742,742,0,ffffffff00000000ffffffff,00000
743,743,0,ffffffff00000000ffffffff,00000
744,744,0,000000000000000000000000,3ffff
745,745,0,000000000000000000000000,00000
746,746,0,ffffffff00000000ffffffff,00000
747,747,0,000000000000000000000000,00000
748,748,0,000000000000000000000000,00000
749,749,0,ffffffff00000000ffffffff,00000
750,750,0,000000000000000000000000,00000
751,751,0,000000000000000000000000,00000
752,752,0,ffffffff00000000ffffffff,00000
753,753,0,ffffffff00000000ffffffff,00000
754,754,0,ffffffff00000000ffffffff,00000
755,755,0,ffffffff00000000ffffffff,00000
756,756,0,000000000000000000000000,3ffff
757,757,0,000000000000000000000000,00000
758,758,0,ffffffff00000000ffffffff,00000
759,759,0,000000000000000000000000,00000
760,760,0,000000000000000000000000,00000
761,761,0,ffffffff00000000ffffffff,00000
762,762,0,000000000000000000000000,00000
763,763,0,000000000000000000000000,00000
764,764,0,ffffffff00000000ffffffff,00000
765,765,0,ffffffff00000000ffffffff,00000
766,766,0,ffffffff00000000ffffffff,00000
767,767,0,ffffffff00000000ffffffff,00000
768,768,0,000000000000000000000000,3ffff
769,769,0,000000000000000000000000,00000
770,770,0,ffffffff00000000ffffffff,00000
771,771,0,000000000000000000000000,00000
772,772,0,000000000000000000000000,00000
773,773,0,ffffffff00000000ffffffff,00000
774,774,0,000000000000000000000000,00000
775,775,0,000000000000000000000000,00000
776,776,0,ffffffff00000000ffffffff,00000
777,777,0,ffffffff00000000ffffffff,00000
778,778,0,ffffffff00000000ffffffff,00000
779,779,0,ffffffff00000000ffffffff,00000
780,780,0,000000000000000000000000,3ffff
781,781,0,000000000000000000000000,00000
782,782,0,ffffffff00000000ffffffff,00000
783,783,0,000000000000000000000000,00000
784,784,0,000000000000000000000000,00000
785,785,0,ffffffff00000000ffffffff,00000
786,786,0,000000000000000000000000,00000
787,787,0,000000000000000000000000,00000
788,788,0,ffffffff00000000ffffffff,00000
789,789,0,ffffffff00000000ffffffff,00000
790,790,0,ffffffff00000000ffffffff,00000
791,791,0,ffffffff00000000ffffffff,00000
792,792,0,000000000000000000000000,3ffff
793,793,0,000000000000000000000000,00000
794,794,0,ffffffff00000000ffffffff,00000
795,795,0,000000000000000000000000,00000
796,796,0,000000000000000000000000,00000
797,797,0,ffffffff00000000ffffffff,00000
798,798,0,000000000000000000000000,00000
799,799,0,000000000000000000000000,00000
800,800,0,ffffffff00000000ffffffff,00000
801,801,0,ffffffff00000000ffffffff,00000
802,802,0,ffffffff00000000ffffffff,00000
803,803,0,ffffffff00000000ffffffff,00000
804,804,0,000000000000000000000000,3ffff
805,805,0,000000000000000000000000,00000
806,806,0,ffffffff00000000ffffffff,00000
807,807,0,000000000000000000000000,00000
808,808,0,000000000000000000000000,00000
809,809,0,ffffffff00000000ffffffff,00000
810,810,0,000000000000000000000000,00000
811,811,0,000000000000000000000000,00000
812,812,0,ffffffff00000000ffffffff,00000
813,813,0,ffffffff00000000ffffffff,00000
814,814,0,ffffffff00000000ffffffff,00000
815,815,0,ffffffff00000000ffffffff,00000
816,816,0,000000000000000000000000,3ffff
817,817,0,000000000000000000000000,00000
818,818,0,ffffffff00000000ffffffff,00000
819,819,0,000000000000000000000000,00000
820,820,0,000000000000000000000000,00000
821,821,0,ffffffff00000000ffffffff,00000
822,822,0,000000000000000000000000,00000
823,823,0,000000000000000000000000,00000
824,824,0,ffffffff00000000ffffffff,00000
825,825,0,ffffffff00000000ffffffff,00000
826,826,0,ffffffff00000000ffffffff,00000
827,827,0,ffffffff00000000ffffffff,00000
828,828,0,000000000000000000000000,3ffff
829,829,0,000000000000000000000000,00000
830,830,0,ffffffff00000000ffffffff,00000
831,831,0,000000000000000000000000,00000
832,832,0,000000000000000000000000,00000
833,833,0,ffffffff00000000ffffffff,00000
834,834,0,000000000000000000000000,00000
835,835,0,000000000000000000000000,00000
836,836,0,ffffffff00000000ffffffff,00000
837,837,0,ffffffff00000000ffffffff,00000
838,838,0,ffffffff00000000ffffffff,00000
839,839,0,ffffffff00000000ffffffff,00000
840,840,0,ff0000000000000000000000,3ffff
841,841,0,000000000000000000000000,00000
842,842,0,ffffffff00000000ffffffff,00000
843,843,0,000000000000000000000000,00000
844,844,0,000000000000000000000000,00000
845,845,0,ffffffff00000000ffffffff,00000
846,846,0,000000000000000000000000,00000
847,847,0,000000000000000000000000,00000
848,848,0,ffffffff00000000ffffffff,00000
849,849,0,ffffffff00000000ffffffff,00000
850,850,0,ffffffff00000000ffffffff,00000
851,851,0,ffffffff00000000ffffffff,00000
852,852,0,ffff80000000000000000000,3ffff
853,853,0,000000000000000000000000,00000
854,854,0,ffffffff00000000ffffffff,00000
855,855,0,000000000000000000000000,00000
856,856,0,000000000000000000000000,00000
857,857,0,ffffffff00000000ffffffff,00000
858,858,0,000000000000000000000000,00000
859,859,0,000000000000000000000000,00000
860,860,0,ffffffff00000000ffffffff,00000
861,861,0,ffffffff00000000ffffffff,00000
862,862,0,ffffffff00000000ffffffff,00000
863,863,0,ffffffff00000000ffffffff,00000
864,864,0,fffffe800000000000000000,3ffff
865,865,0,000000000000000000000000,00000
866,866,0,ffffffff00000000ffffffff,00000
867,867,0,000000000000000000000000,00000
868,868,0,000000000000000000000000,00000
869,869,0,ffffffff00000000ffffffff,00000
870,870,0,000000000000000000000000,00000
871,871,0,000000000000000000000000,00000
872,872,0,ffffffff00000000ffffffff,00000
873,873,0,ffffffff00000000ffffffff,00000
874,874,0,ffffffff00000000ffffffff,00000
875,875,0,ffffffff00000000ffffffff,00000
876,876,0,ffffffffe000000000000000,00000
877,877,0,000000000000000000000000,3ffff
878,878,0,ffffffff00000000ffffffff,00000
879,879,0,000000000000000000000000,00000
880,880,0,000000000000000000000000,00000
881,881,0,ffffffff00000000ffffffff,00000
882,882,0,000000000000000000000000,00000
883,883,0,000000000000000000000000,00000
884,884,0,ffffffff00000000ffffffff,00000
885,885,0,ffffffff00000000ffffffff,00000
886,886,0,ffffffff00000000ffffffff,00000
887,887,0,ffffffff00000000ffffffff,00000
888,888,0,fffffffffff0000000000000,00000
889,889,0,000000000000000000000000,3ffff
890,890,0,ffffffff00000000ffffffff,00000
891,891,0,000000000000000000000000,00000
892,892,0,000000000000000000000000,00000
893,893,0,ffffffff00000000ffffffff,00000
894,894,0,000000000000000000000000,00000
895,895,0,000000000000000000000000,00000
896,896,0,ffffffff00000000ffffffff,00000
897,897,0,ffffffff00000000ffffffff,00000
898,898,0,ffffffff00000000ffffffff,00000
899,899,0,ffffffff00000000ffffffff,00000
900,900,0,11ffffffffffe00000000000,3ffff
901,901,0,000000000000000000000000,00000
902,902,0,ffffffff00000000ffffffff,00000
903,903,0,000000000000000000000000,00000
904,904,0,000000000000000000000000,00000
905,905,0,ffffffff00000000ffffffff,00000
906,906,0,000000000000000000000000,00000
907,907,0,000000000000000000000000,00000
908,908,0,ffffffff00000000ffffffff,00000
909,909,0,ffffffff00000000ffffffff,00000
910,910,0,ffffffff00000000ffffffff,00000
911,911,0,ffffffff00000000ffffffff,00000
912,912,0,0001fffffffffff800000000,3ffff
913,913,0,000000000000000000000000,00000
914,914,0,ffffffff00000000ffffffff,00000
915,915,0,000000000000000000000000,00000
916,916,0,000000000000000000000000,00000
917,917,0,ffffffff00000000ffffffff,00000
918,918,0,000000000000000000000000,00000
919,919,0,000000000000000000000000,00000
920,920,0,ffffffff00000000ffffffff,00000
921,921,0,ffffffff00000000ffffffff,00000
922,922,0,ffffffff00000000ffffffff,00000
923,923,0,ffffffff00000000ffffffff,00000
924,924,0,000007fffffffffff0000000,3ffff
925,925,0,000000000000000000000000,00000
926,926,0,ffffffff00000000ffffffff,00000
927,927,0,000000000000000000000000,00000
928,928,0,000000000000000000000000,00000
929,929,0,ffffffff00000000ffffffff,00000
930,930,0,000000000000000000000000,00000
931,931,0,000000000000000000000000,00000
932,932,0,ffffffff00000000ffffffff,00000
933,933,0,ffffffff00000000ffffffff,00000
934,934,0,ffffffff00000000ffffffff,00000
935,935,0,ffffffff00000000ffffffff,00000
936,936,0,000000007ffffffffffe0000,3ffff
937,937,0,000000000000000000000000,00000
938,938,0,ffffffff00000000ffffffff,00000
939,939,0,000000000000000000000000,00000
940,940,0,000000000000000000000000,00000
941,941,0,ffffffff00000000ffffffff,00000
942,942,0,000000000000000000000000,00000
943,943,0,000000000000000000000000,00000
944,944,0,ffffffff00000000ffffffff,00000
945,945,0,ffffffff00000000ffffffff,00000
946,946,0,ffffffff00000000ffffffff,00000
947,947,0,ffffffff00000000ffffffff,00000
948,948,0,00000000000fffffffffffe0,3ffff
949,949,0,000000000000000000000000,00000
950,950,0,ffffffff00000000ffffffff,00000
951,951,0,000000000000000000000000,00000
952,952,0,000000000000000000000000,00000
953,953,0,ffffffff00000000ffffffff,00000
954,954,0,000000000000000000000000,00000
955,955,0,000000000000000000000000,00000
956,956,0,ffffffff00000000ffffffff,00000
957,957,0,ffffffff00000000ffffffff,00000
958,958,0,ffffffff00000000ffffffff,00000
959,959,0,ffffffff00000000ffffffff,00000
960,960,0,fe00000000001ffffffffffc,3ffff
961,961,0,000000000000000000000000,00000
962,962,0,ffffffff00000000ffffffff,00000
963,963,0,000000000000000000000000,00000
964,964,0,000000000000000000000000,00000
965,965,0,ffffffff00000000ffffffff,00000
966,966,0,000000000000000000000000,00000
967,967,0,000000000000000000000000,00000
968,968,0,ffffffff00000000ffffffff,00000
969,969,0,ffffffff00000000ffffffff,00000
970,970,0,ffffffff00000000ffffffff,00000
971,971,0,ffffffff00000000ffffffff,00000
972,972,0,fff800000000000fffffffff,00000
973,973,0,000000000000000000000000,3ffff
974,974,0,ffffffff00000000ffffffff,00000
975,975,0,000000000000000000000000,00000
976,976,0,000000000000000000000000,00000
977,977,0,ffffffff00000000ffffffff,00000
978,978,0,000000000000000000000000,00000
979,979,0,000000000000000000000000,00000
980,980,0,ffffffff00000000ffffffff,00000
981,981,0,ffffffff00000000ffffffff,00000
982,982,0,ffffffff00000000ffffffff,00000
983,983,0,ffffffff00000000ffffffff,00000
984,984,0,fffff00000000003ffffffff,00000
985,985,0,000000000000000000000000,3ffff
986,986,0,ffffffff00000000ffffffff,00000
987,987,0,000000000000000000000000,00000
988,988,0,000000000000000000000000,00000
989,989,0,ffffffff00000000ffffffff,00000
990,990,0,000000000000000000000000,00000
991,991,0,000000000000000000000000,00000
992,992,0,ffffffff00000000ffffffff,00000
993,993,0,ffffffff00000000ffffffff,00000
994,994,0,ffffffff00000000ffffffff,00000
995,995,0,ffffffff00000000ffffffff,00000
996,996,0,fffffff800000000ffffffff,00000
997,997,0,000000000000000000000000,3ffff
998,998,0,000000000000000000000000,00000
999,999,0,ffffffff00000000ffffffff,00000
1000,1000,0,000000000000000000000000,00000
1001,1001,0,000000000000000000000000,00000
1002,1002,0,ffffffff00000000ffffffff,00000
1003,1003,0,000000000000000000000000,00000
1004,1004,0,000000000000000000000000,00000
1005,1005,0,ffffffff00000000ffffffff,00000
1006,1006,0,ffffffff00000000ffffffff,00000
1007,1007,0,ffffffff00000000ffffffff,00000
1008,1008,0,ffffffff00000000ffffffff,00000
1009,1009,0,000000000000000000000000,3ffff
1010,1010,0,000000000000000000000000,00000
1011,1011,0,ffffffff00000000ffffffff,00000
1012,1012,0,000000000000000000000000,00000
1013,1013,0,000000000000000000000000,00000
1014,1014,0,ffffffff00000000ffffffff,00000
1015,1015,0,000000000000000000000000,00000
1016,1016,0,000000000000000000000000,00000
1017,1017,0,ffffffff00000000ffffffff,00000
1018,1018,0,ffffffff00000000ffffffff,00000
1019,1019,0,ffffffff00000000ffffffff,00000
1020,1020,0,ffffffff00000000ffffffff,00000
1021,1021,0,000000000000000000000000,3ffff
1022,1022,0,000000000000000000000000,00000
1023,1023,0,ffffffff00000000ffffffff,00000
