Sample in Buffer,Sample in Window,TRIGGER,Calibration_table/genblk1[0].MultiEdge_DelayChain_Top/AsynBus_shakehand/dstore_1[47:0],Calibration_table/genblk1[0].MultiEdge_DelayChain_Top/AsynBus_shakehand/dstore[447:48],Calibration_table/genblk1[0].MultiEdge_DelayChain_Top/AsynBus_shakehand/dout_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX
827,827,0,7ffffffffff0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
828,828,0,7ffffffffff0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
829,829,0,001ffffffffe,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
830,830,0,001ffffffffe,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
831,831,0,001ffffffffe,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
832,832,0,001ffffffffe,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
833,833,0,001ffffffffe,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
834,834,0,001ffffffffe,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
835,835,0,001ffffffffe,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
836,836,0,0007ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
837,837,0,0007ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
838,838,0,0007ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
839,839,0,0007ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
840,840,0,0007ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
841,841,0,0007ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
842,842,0,0007ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
843,843,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
844,844,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
845,845,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
846,846,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
847,847,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
848,848,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
849,849,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
850,850,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
851,851,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
852,852,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
853,853,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
854,854,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
855,855,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
856,856,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
857,857,0,0000ffffffff,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
858,858,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
859,859,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
860,860,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
861,861,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
862,862,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
863,863,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
864,864,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
865,865,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
866,866,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
867,867,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
868,868,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
869,869,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
870,870,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
871,871,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
872,872,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
873,873,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
874,874,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
875,875,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
876,876,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
877,877,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
878,878,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
879,879,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
880,880,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
881,881,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
882,882,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
883,883,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
884,884,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
885,885,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
886,886,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
887,887,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
888,888,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
889,889,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
890,890,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
891,891,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
892,892,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
893,893,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
894,894,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
895,895,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
896,896,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
897,897,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
898,898,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
899,899,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
900,900,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
901,901,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
902,902,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
903,903,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
904,904,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
905,905,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
906,906,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
907,907,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
908,908,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
909,909,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
910,910,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
911,911,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
912,912,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
913,913,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
914,914,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
915,915,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
916,916,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
917,917,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
918,918,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
919,919,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
920,920,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
921,921,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
922,922,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
923,923,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
924,924,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
925,925,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
926,926,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
927,927,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
928,928,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
929,929,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
930,930,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
931,931,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
932,932,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
933,933,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
934,934,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
935,935,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
936,936,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
937,937,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
938,938,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
939,939,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
940,940,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
941,941,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
942,942,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
943,943,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
944,944,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
945,945,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
946,946,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
947,947,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
948,948,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
949,949,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
950,950,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
951,951,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
952,952,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
953,953,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
954,954,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
955,955,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
956,956,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
957,957,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
958,958,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
959,959,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
960,960,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
961,961,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
962,962,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
963,963,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
964,964,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
965,965,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
966,966,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
967,967,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
968,968,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
969,969,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
970,970,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
971,971,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
972,972,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
973,973,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
974,974,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
975,975,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
976,976,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
977,977,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
978,978,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
979,979,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
980,980,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
981,981,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
982,982,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
983,983,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
984,984,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
985,985,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
986,986,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
987,987,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
988,988,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
989,989,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
990,990,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
991,991,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
992,992,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
993,993,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
994,994,0,000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
995,995,0,fe0000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
996,996,0,fe0000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
997,997,0,fe0000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
998,998,0,fe0000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
999,999,0,fe0000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1000,1000,0,fe0000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1001,1001,0,fe0000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1002,1002,0,fffe80000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1003,1003,0,fffe80000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1004,1004,0,fffe80000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1005,1005,0,fffe80000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1006,1006,0,fffe80000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1007,1007,0,fffe80000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1008,1008,0,fffe80000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1009,1009,0,fffffe000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1010,1010,0,fffffe000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1011,1011,0,fffffe000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1012,1012,0,fffffe000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1013,1013,0,fffffe000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1014,1014,0,fffffe000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1015,1015,0,fffffe000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1016,1016,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1017,1017,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1018,1018,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1019,1019,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1020,1020,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1021,1021,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1022,1022,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
1023,1023,0,fffffffe8000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0
